475.565400us| 27 35 41 38 44 |31 
447.763800us| 51 57 81 35 72 |80 
441.670000us| 82 22 6 29 19 |87 
448.992600us| 93 82 12 48 20 |88 
448.742800us| 22 43 41 54 80 |31 
447.639000us| 26 63 20 6 24 |88 
447.690800us| 97 63 34 91 8 |21 
445.732600us| 61 58 64 37 19 |24 
429.566200us| 30 48 86 83 6 |45 
427.889000us| 61 82 32 91 29 |42 
