1086.201600us| 73 68 28 94 89 66 |92 
1047.378800us| 9 32 40 58 39 11 |10 
1043.045800us| 78 86 50 62 79 38 |3 
1037.243800us| 31 15 63 3 24 47 |93 
1073.211800us| 58 12 6 19 66 39 |59 
1039.691800us| 43 66 10 9 35 85 |24 
1084.180600us| 52 70 92 90 44 91 |76 
1005.161200us| 49 84 18 97 35 98 |67 
1058.680800us| 53 88 13 93 62 66 |83 
1020.577200us| 53 46 57 80 49 96 |58 
