1278.302200us| 45 13 54 59 93 40 90 |89 
1274.292200us| 28 69 12 56 45 66 97 |6 
1271.771200us| 92 47 81 4 67 37 82 |10 
1266.406800us| 86 29 95 91 59 43 76 |63 
1300.479200us| 88 8 58 17 87 97 35 |76 
1266.469000us| 55 37 65 64 19 31 48 |22 
1270.375400us| 8 28 72 22 85 40 12 |1 
1321.125000us| 80 9 16 3 57 77 87 |56 
1266.063200us| 81 96 78 58 82 26 87 |77 
1315.187400us| 50 60 70 51 49 7 10 |43 
