149.643600us| 51 53 |99 
146.268000us| 81 88 |69 
130.862600us| 61 56 |49 
126.123200us| 69 53 |82 
146.581000us| 35 64 |12 
146.810200us| 50 1 |11 
145.852200us| 33 55 |11 
148.122600us| 38 94 |13 
146.966400us| 28 46 |90 
146.122600us| 51 14 |66 
