783.872600us| 27 35 41 38 44 |31 
997.202800us| 51 57 81 35 72 |80 
886.642200us| 82 22 6 29 19 |87 
999.358800us| 93 82 12 48 20 |88 
865.163600us| 22 43 41 54 80 |31 
926.714400us| 26 63 20 6 24 |88 
857.444800us| 97 63 34 91 8 |21 
820.872600us| 61 58 64 37 19 |24 
1836.731000us| 30 48 86 83 6 |45 
824.059600us| 61 82 32 91 29 |42 
