577.147000us| 17 26 36 25 |77 
765.904200us| 86 97 75 12 |66 
633.979000us| 65 29 64 63 |24 
583.199000us| 35 71 21 41 |0 
613.094600us| 27 52 62 71 |9 
574.043000us| 53 38 47 24 |50 
800.914400us| 88 2 28 85 |74 
883.402600us| 63 16 53 85 |57 
676.291400us| 27 90 5 41 |68 
652.541800us| 96 90 48 37 |91 
