3045.930400us| 71 40 39 43 82 85 20 66 52 |98 
4559.781400us| 24 75 0 54 29 16 7 77 96 |74 
3346.009000us| 19 70 95 17 57 18 53 23 98 |91 
2697.019400us| 4 51 37 92 73 94 36 63 31 |18 
3158.699200us| 44 18 20 50 64 98 81 92 24 |3 
2953.338000us| 72 58 99 41 44 75 25 54 22 |38 
3132.470800us| 16 78 83 19 43 22 23 93 42 |75 
2733.164600us| 4 36 12 25 37 50 81 31 78 |8 
3215.781800us| 30 14 53 1 18 69 37 7 42 |87 
3833.241000us| 13 70 96 83 57 10 49 48 64 |77 
