62.780200us| 27 |61 
67.717600us| 48 |17 
60.301000us| 26 |37 
59.811800us| 64 |84 
58.999200us| 5 |28 
60.363800us| 63 |91 
59.853000us| 18 |97 
59.853200us| 61 |64 
59.509600us| 86 |55 
58.770000us| 43 |10 
