1417.289800us| 73 68 28 94 89 66 |92 
1444.529000us| 9 32 40 58 39 11 |10 
1329.978800us| 78 86 50 62 79 38 |3 
1521.725600us| 31 15 63 3 24 47 |93 
1292.927200us| 58 12 6 19 66 39 |59 
1330.718200us| 43 66 10 9 35 85 |24 
1723.743400us| 52 70 92 90 44 91 |76 
1537.152200us| 49 84 18 97 35 98 |67 
2165.299000us| 53 88 13 93 62 66 |83 
1169.627200us| 53 46 57 80 49 96 |58 
