440.326200us| 4 7 93 |80 
360.890000us| 16 59 53 |14 
472.461000us| 35 66 77 |34 
433.784600us| 36 93 63 |96 
369.702600us| 6 35 18 |26 
397.285400us| 5 56 46 |61 
470.544800us| 2 90 48 |12 
467.982000us| 59 24 12 |5 
507.908600us| 72 66 7 |59 
361.160800us| 66 82 29 |37 
